geneID	proteinID	ARO	taxon	weight
AAF93177.1	gb|AAF93177.1|ARO:3001874|CTX-M-11	ARO:3001874	Klebsiella pneumoniae	1
BAO05497.1	gb|BAO05497.1|ARO:3002071|CMY-110	ARO:3002071	Escherichia coli	1
AFO69261.1	gb|AFO69261.1|ARO:3001984|CTX-M-125	ARO:3001984	Enterobacter cloacae	1
AHL39322.1	gb|AHL39322.1|ARO:3002098|CMY-85	ARO:3002098	Citrobacter freundii	1
CAC14594.1	gb|CAC14594.1|ARO:3003055|smeD	ARO:3003055	Stenotrophomonas maltophilia	1
AAW66604.1	gb|AAW66604.1|ARO:3000883|TEM-11	ARO:3000883	Proteus mirabilis	1
AFQ23968.1	gb|AFQ23968.1|ARO:3001201|SHV-162	ARO:3001201	Klebsiella pneumoniae	1
AAD33116.2	gb|AAD33116.2|ARO:3000934|TEM-67	ARO:3000934	Proteus mirabilis	1
AEM97672.1	gb|AEM97672.1|ARO:3002073|CMY-60	ARO:3002073	Escherichia coli	1
AAP69916.1	gb|AAP69916.1|ARO:3001780|OXA-85	ARO:3001780	Fusobacterium nucleatum	1
AAK84316.1	gb|AAK84316.1|ARO:3002843|vatD	ARO:3002843	Enterococcus faecium	1
CAE51638.1	gb|CAE51638.1|ARO:3002641|APH(3')-Ia	ARO:3002641	Serratia marcescens	1
CAA74912.2	gb|CAA74912.2|ARO:3000888|TEM-17	ARO:3000888	Capnocytophaga ochracea	1
AJO16040.1	gb|AJO16040.1|ARO:3001350|SHV-180	ARO:3001350	Klebsiella pneumoniae	1
AAV37205.1	gb|AAV37205.1|ARO:3003005|CfxA4	ARO:3003005	Bacteroides fragilis	1
ACN85419.1	gb|ACN85419.1|ARO:3001804|OXA-145	ARO:3001804	Pseudomonas aeruginosa	1
ACT33323.1	gb|ACT33323.1|ARO:3002293|VIM-23	ARO:3002293	Enterobacter cloacae	1
AGH70380.1	gb|AGH70380.1|ARO:3002111|CMY-98	ARO:3002111	Citrobacter freundii	1
WP_064190968.1	gb|WP_064190968.1|ARO:3002583|AAC(6')-29a	ARO:3002583	Pseudomonas aeruginosa	1
AGC54799.1	gb|AGC54799.1|ARO:3002108|CMY-95	ARO:3002108	Escherichia coli	1
AGK40892.1	gb|AGK40892.1|ARO:3001384|TEM-207	ARO:3001384	Escherichia coli	1
AAC36915.1	gb|AAC36915.1|ARO:3000593|ErmQ	ARO:3000593	Clostridium perfringens	1
ADK25050.1	gb|ADK25050.1|ARO:3002267|IND-11	ARO:3002267	Chryseobacterium indologenes	1
AAS79458.1	gb|AAS79458.1|ARO:3001302|chrB	ARO:3001302	Streptomyces bikiniensis	1
AAK69828.1	gb|AAK69828.1|ARO:3001090|SHV-32	ARO:3001090	Klebsiella pneumoniae	1
ADY02545.1	gb|ADY02545.1|ARO:3001960|CTX-M-101	ARO:3001960	Escherichia coli	1
AIT76091.1	gb|AIT76091.1|ARO:3002129|CMY-118	ARO:3002129	Citrobacter freundii	1
ABN51007.1	gb|ABN51007.1|ARO:3002046|CMY-35	ARO:3002046	Citrobacter freundii	1
CAJ47133.2	gb|CAJ47133.2|ARO:3001132|SHV-78	ARO:3001132	Klebsiella pneumoniae	1
AAG29757.1	gb|AAG29757.1|ARO:3002257|IND-2	ARO:3002257	Chryseobacterium indologenes	1
ADK35871.1	gb|ADK35871.1|ARO:3001467|OXA-167	ARO:3001467	Acinetobacter baumannii	1
ACX70402.1	gb|ACX70402.1|ARO:3001654|OXA-143	ARO:3001654	Acinetobacter baumannii	1
ADB90239.1	gb|ADB90239.1|ARO:3001041|TEM-176	ARO:3001041	Escherichia coli	1
AAG36927.1	gb|AAG36927.1|ARO:3002133|DHA-2	ARO:3002133	Klebsiella pneumoniae	1
BAD16611.1	gb|BAD16611.1|ARO:3001898|CTX-M-36	ARO:3001898	Escherichia coli	1
CAJ32372.1	gb|CAJ32372.1|ARO:3001015|TEM-148	ARO:3001015	Escherichia coli	1
AGZ83154.1	gb|AGZ83154.1|ARO:3001545|OXA-358	ARO:3001545	Acinetobacter calcoaceticus	1
AJO16038.1	gb|AJO16038.1|ARO:3001553|OXA-366	ARO:3001553	Acinetobacter baumannii	1
BAD83775.1	gb|BAD83775.1|ARO:3001897|CTX-M-35	ARO:3001897	Klebsiella oxytoca	1
ABG49324.1	gb|ABG49324.1|ARO:3002609|aadA9	ARO:3002609	Corynebacterium sp. L2-79-05	1
CCI51002.2	gb|CCI51002.2|ARO:3002767|QnrB54	ARO:3002767	Citrobacter freundii	1
CAP12351.2	gb|CAP12351.2|ARO:3002470|LEN-23	ARO:3002470	Klebsiella pneumoniae	1
AAG05883.1	gb|AAG05883.1|ARO:3000805|OprN	ARO:3000805	Pseudomonas aeruginosa PAO1	1
CAA78046.1	gb|CAA78046.1|ARO:3002701|Rfas_cmr	ARO:3002701	Rhodococcus fascians	1
AEP43731.1	gb|AEP43731.1|ARO:3001493|OXA-225	ARO:3001493	Acinetobacter baumannii	1
ADZ48685.1	gb|ADZ48685.1|ARO:3002346|GES-17	ARO:3002346	Escherichia coli	1
AAK38324.1	gb|AAK38324.1|ARO:3000840|JOHN-1	ARO:3000840	Flavobacterium johnsoniae UW101	1
AAR84672.1	gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl	ARO:3002925	Paenibacillus popilliae ATCC 14706	1
CAA56561.1	gb|CAA56561.1|ARO:3003553|CepS	ARO:3003553	Aeromonas sobria	1
CAB96921.1	gb|CAB96921.1|ARO:3000606|FEZ-1	ARO:3000606	Fluoribacter gormanii	1
BAP18874.1	gb|BAP18874.1|ARO:3003167|CTX-M-159	ARO:3003167	Klebsiella pneumoniae	1
ACY01749.1	gb|ACY01749.1|ARO:3002217|IMP-26	ARO:3002217	Pseudomonas aeruginosa	1
ACI25375.1	gb|ACI25375.1|ARO:3001032|TEM-166	ARO:3001032	Escherichia coli	1
ABA71732.1	gb|ABA71732.1|ARO:3003069|vanXY_in_vanG	ARO:3003069	Enterococcus faecalis	1
AHJ02283.1	gb|AHJ02283.1|ARO:3003186|CARB-23	ARO:3003186	Vibrio parahaemolyticus UCM-V493	1
BAA34299.1	gb|BAA34299.1|ARO:3003034|mexX	ARO:3003034	Pseudomonas aeruginosa PAO1	1
ALX99516.1	gb|ALX99516.1|ARO:3003811|adeC	ARO:3003811	Acinetobacter baumannii	1
CAI43413.1	gb|CAI43413.1|ARO:3002390|OXY-1-2	ARO:3002390	Klebsiella oxytoca	1
AWU66462.1	gb|AWU66462.1|ARO:3004866|NDM-23	ARO:3004866	Klebsiella pneumoniae	1
AFK73431.1	gb|AFK73431.1|ARO:3002062|CMY-51	ARO:3002062	Citrobacter freundii	1
CAA11471.1	gb|CAA11471.1|ARO:3002192|IMP-1	ARO:3002192	Pseudomonas aeruginosa	1
AAD51347.1	gb|AAD51347.1|ARO:3003067|smeS	ARO:3003067	Stenotrophomonas maltophilia	1
AAK52604.1	gb|AAK52604.1|ARO:3001425|OXA-31	ARO:3001425	Pseudomonas aeruginosa	1
CEA29751.1	gb|CEA29751.1|ARO:3003155|SHV-188	ARO:3003155	Klebsiella pneumoniae	1
AAA99504.1	gb|AAA99504.1|ARO:3002987|bcrA	ARO:3002987	Bacillus licheniformis	1
ACS71747.1	gb|ACS71747.1|ARO:3002738|QnrB23	ARO:3002738	Citrobacter freundii	1
AAN28732.1	gb|AAN28732.1|ARO:3002409|OXY-3-1	ARO:3002409	Klebsiella oxytoca	1
ABX54687.1	gb|ABX54687.1|ARO:3002910|vanL	ARO:3002910	Enterococcus faecalis	1
CAB13167.1	gb|CAB13167.1|ARO:3003064|ykkD	ARO:3003064	Bacillus subtilis subsp. subtilis str. 168	1
CAA71948.1	gb|CAA71948.1|ARO:3001065|SHV-6	ARO:3001065	Klebsiella pneumoniae	1
ACQ82810.1	gb|ACQ82810.1|ARO:3002502|PDC-5	ARO:3002502	Pseudomonas aeruginosa	1
ABO93588.1	gb|ABO93588.1|ARO:3002715|QnrB2	ARO:3002715	Proteus mirabilis	1
ADI46626.1	gb|ADI46626.1|ARO:3002739|QnrB24	ARO:3002739	Citrobacter freundii	1
CAD09800.1	gb|CAD09800.1|ARO:3000873|TEM-1	ARO:3000873	Salmonella enterica subsp. enterica serovar Typhi str. CT18	1
CAA44667.1	gb|CAA44667.1|ARO:3001305|ErmU	ARO:3001305	Streptomyces lincolnensis	1
AGE83081.2	gb|AGE83081.2|ARO:3002308|VIM-38	ARO:3002308	Pseudomonas aeruginosa	1
AEQ94272.1	gb|AEQ94272.1|ARO:3002757|QnrB42	ARO:3002757	Klebsiella pneumoniae	1
AAS89982.1	gb|AAS89982.1|ARO:3000975|TEM-112	ARO:3000975	Escherichia coli	1
AAF03531.1	gb|AAF03531.1|ARO:3002569|AAC(6')-Iy	ARO:3002569	Salmonella enterica subsp. enterica serovar Enteritidis	1
AGI65307.1	gb|AGI65307.1|ARO:3001681|OXA-278	ARO:3001681	Acinetobacter schindleri	1
BAP34782.1	gb|BAP34782.1|ARO:3002008|CTX-M-151	ARO:3002008	Salmonella enterica	1
ABG77582.1	gb|ABG77582.1|ARO:3001021|TEM-155	ARO:3001021	Proteus mirabilis	1
AFU25638.1	gb|AFU25638.1|ARO:3002096|CMY-83	ARO:3002096	Citrobacter braakii	1
AAQ98890.1	gb|AAQ98890.1|ARO:3000984|TEM-122	ARO:3000984	Escherichia coli	1
AAM70498.1	gb|AAM70498.1|ARO:3001887|CTX-M-25	ARO:3001887	Escherichia coli	1
AFI72872.1	gb|AFI72872.1|ARO:3002252|CARB-14	ARO:3002252	Acinetobacter baumannii	1
CAB37325.2	gb|CAB37325.2|ARO:3001074|SHV-15	ARO:3001074	Escherichia coli	1
AAB51384.1	gb|AAB51384.1|ARO:3001067|SHV-8	ARO:3001067	Escherichia coli	1
BAJ09383.1	gb|BAJ09383.1|ARO:3003046|qacA	ARO:3003046	Staphylococcus aureus	1
AAU95779.1	gb|AAU95779.1|ARO:3002169|MIR-3	ARO:3002169	Enterobacter cloacae	1
AAF34335.1	gb|AAF34335.1|ARO:3001079|SHV-21	ARO:3001079	Klebsiella pneumoniae	1
AAC74149.2	gb|AAC74149.2|ARO:3001216|mdtH	ARO:3001216	Escherichia coli str. K-12 substr. MG1655	1
AAY32951.1	gb|AAY32951.1|ARO:3002837|lnuC	ARO:3002837	Streptococcus agalactiae	1
AAU95768.1	gb|AAU95768.1|ARO:3000026|mepA	ARO:3000026	Staphylococcus aureus	1
AJO16044.1	gb|AJO16044.1|ARO:3001391|TEM-214	ARO:3001391	Escherichia coli	1
ACX31140.1	gb|ACX31140.1|ARO:3001453|OXA-148	ARO:3001453	Acinetobacter baumannii	1
AHA80961.1	gb|AHA80961.1|ARO:3002005|CTX-M-147	ARO:3002005	Klebsiella pneumoniae	1
ABF47469.1	gb|ABF47469.1|ARO:3002790|QnrS1	ARO:3002790	Salmonella enterica subsp. enterica serovar Bovismorbificans	1
BAN04737.1	gb|BAN04737.1|ARO:3002774|QnrB61	ARO:3002774	Citrobacter braakii	1
AAC14693.1	gb|AAC14693.1|ARO:3002637|APH(2'')-IVa	ARO:3002637	Enterococcus casseliflavus	1
AFP97030.1	gb|AFP97030.1|ARO:3001797|OXA-46	ARO:3001797	Pseudomonas aeruginosa	1
CEP30258.1	gb|CEP30258.1|ARO:3002458|LEN-8	ARO:3002458	Klebsiella variicola	1
AAC75135.2	gb|AAC75135.2|ARO:3000792|mdtA	ARO:3000792	Escherichia coli str. K-12 substr. MG1655	1
AGL43632.1	gb|AGL43632.1|ARO:3002783|QnrB71	ARO:3002783	Citrobacter braakii	1
ABR10840.1	gb|ABR10840.1|ARO:3002272|VIM-2	ARO:3002272	Pseudomonas aeruginosa	1
AEG74319.1	gb|AEG74319.1|ARO:3002794|QnrS5	ARO:3002794	Aeromonas sobria	1
ACD84988.1	gb|ACD84988.1|ARO:3001651|OXA-130	ARO:3001651	Acinetobacter baumannii	1
ACJ63260.1	gb|ACJ63260.1|ARO:3000413|sul3	ARO:3000413	Escherichia coli	1
AGZ83153.1	gb|AGZ83153.1|ARO:3001544|OXA-357	ARO:3001544	Acinetobacter calcoaceticus	1
AAL03985.1	gb|AAL03985.1|ARO:3000937|TEM-71	ARO:3000937	Klebsiella pneumoniae	1
AIT76114.1	gb|AIT76114.1|ARO:3002181|MIR-16	ARO:3002181	Enterobacter asburiae	1
ACQ82807.1	gb|ACQ82807.1|ARO:3002497|PDC-1	ARO:3002497	Pseudomonas aeruginosa PAO1	1
AHM76774.1	gb|AHM76774.1|ARO:3001843|ACT-22	ARO:3001843	Enterobacter cloacae	1
AHV80711.1	gb|AHV80711.1|ARO:3002863|dfrA8	ARO:3002863	Salmonella enterica subsp. enterica serovar Typhimurium	1
AEO44980.1	gb|AEO44980.1|ARO:3001489|OXA-217	ARO:3001489	Acinetobacter baumannii	1
ADX07747.1	gb|ADX07747.1|ARO:3001667|OXA-202	ARO:3001667	Acinetobacter baumannii	1
ABP49606.1	gb|ABP49606.1|ARO:3001818|ACC-4	ARO:3001818	Escherichia coli	1
AGW83450.1	gb|AGW83450.1|ARO:3001539|OXA-352	ARO:3001539	Acinetobacter calcoaceticus	1
AHL30280.1	gb|AHL30280.1|ARO:3001566|OXA-380	ARO:3001566	Acinetobacter baumannii	1
KSC15183.1	gb|KSC15183.1|ARO:3002537|AAC(3)-IIIb	ARO:3002537	Pseudomonas aeruginosa	1
ABS30107.1	gb|ABS30107.1|ARO:3002725|QnrB11	ARO:3002725	Citrobacter freundii	1
ACV49885.1	gb|ACV49885.1|ARO:3001442|OXA-117	ARO:3001442	Acinetobacter baumannii	1
ACY56711.1	gb|ACY56711.1|ARO:3002480|OXA-144	ARO:3002480	Acinetobacter baumannii	1
AHL30277.1	gb|AHL30277.1|ARO:3001563|OXA-377	ARO:3001563	Acinetobacter baumannii	1
ADL13944.1	gb|ADL13944.1|ARO:3000903|TEM-33	ARO:3000903	Escherichia coli	1
AFU91598.1	gb|AFU91598.1|ARO:3001788|OXA-204	ARO:3001788	Klebsiella pneumoniae	1
ABP87778.1	gb|ABP87778.1|ARO:3002720|QnrB6	ARO:3002720	Pantoea agglomerans	1
AGW16407.1	gb|AGW16407.1|ARO:3001513|OXA-325	ARO:3001513	Acinetobacter calcoaceticus	1
AAT90846.1	gb|AAT90846.1|ARO:3003556|SLB-1	ARO:3003556	Shewanella livingstonensis	1
CAA63262.1	gb|CAA63262.1|ARO:3001864|CTX-M-1	ARO:3001864	Escherichia coli	1
CAA38429.1	gb|CAA38429.1|ARO:3000874|TEM-2	ARO:3000874	Pseudomonas aeruginosa	1
AGE45503.1	gb|AGE45503.1|ARO:3002162|FOX-10	ARO:3002162	Klebsiella pneumoniae	1
AIT76105.1	gb|AIT76105.1|ARO:3002147|DHA-16	ARO:3002147	Morganella morganii	1
AAL82592.1	gb|AAL82592.1|ARO:3001094|SHV-36	ARO:3001094	Klebsiella pneumoniae	1
ADP20705.1	gb|ADP20705.1|ARO:3001373|TEM-182	ARO:3001373	Haemophilus parainfluenzae	1
CAB14620.1	gb|CAB14620.1|ARO:3002627|aadK	ARO:3002627	Bacillus subtilis subsp. subtilis str. 168	1
CAC17627.1	gb|CAC17627.1|ARO:3002520|OCH-7	ARO:3002520	Brucella anthropi	1
CAA88908.1	gb|CAA88908.1|ARO:3002402|OXY-2-7	ARO:3002402	Klebsiella oxytoca	1
AAL19306.1	gb|AAL19306.1|ARO:3000789|mdsA	ARO:3000789	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1
ABC84263.1	gb|ABC84263.1|ARO:3001704|OXA-87	ARO:3001704	Acinetobacter baumannii	1
AHL39338.1	gb|AHL39338.1|ARO:3001845|ACT-25	ARO:3001845	Enterobacter cloacae	1
AAU89706.1	gb|AAU89706.1|ARO:3002464|LEN-16	ARO:3002464	Klebsiella pneumoniae	1
CAJ19607.1	gb|CAJ19607.1|ARO:3002426|OKP-A-9	ARO:3002426	Klebsiella pneumoniae	1
AAL78161.1	gb|AAL78161.1|ARO:3002410|OXY-4-1	ARO:3002410	Klebsiella oxytoca	1
ABA06590.1	gb|ABA06590.1|ARO:3001123|SHV-69	ARO:3001123	Klebsiella pneumoniae	1
AAN84550.1	gb|AAN84550.1|ARO:3002276|VIM-6	ARO:3002276	Pseudomonas putida	1
CAJ47138.2	gb|CAJ47138.2|ARO:3001137|SHV-83	ARO:3001137	Klebsiella pneumoniae	1
AAR89917.1	gb|AAR89917.1|ARO:3001812|OXA-54	ARO:3001812	Shewanella oneidensis	1
CAJ19619.1	gb|CAJ19619.1|ARO:3002443|OKP-B-10	ARO:3002443	Klebsiella pneumoniae	1
ABU55430.1	gb|ABU55430.1|ARO:3002591|AAC_6_IB_Su	ARO:3002591	Enterobacter cloacae	1
CAA76795.1	gb|CAA76795.1|ARO:3000893|TEM-22	ARO:3000893	Klebsiella pneumoniae	1
AAM92461.1	gb|AAM92461.1|ARO:3002680|catB8	ARO:3002680	Salmonella enterica subsp. enterica serovar Typhi	1
ABA06589.1	gb|ABA06589.1|ARO:3001122|SHV-67	ARO:3001122	Klebsiella pneumoniae	1
BAE15963.1	gb|BAE15963.1|ARO:3002868|dfrG	ARO:3002868	Staphylococcus aureus	1
BAI94487.1	gb|BAI94487.1|ARO:3001177|SHV-133	ARO:3001177	Klebsiella pneumoniae	1
CAC83905.2	gb|CAC83905.2|ARO:3001612|OXA-51	ARO:3001612	Acinetobacter baumannii	1
ACH59002.1	gb|ACH59002.1|ARO:3002483|LRA-5	ARO:3002483	uncultured bacterium BLR5	1
ADI55014.1	gb|ADI55014.1|ARO:3002801|QnrVC4	ARO:3002801	Aeromonas caviae	1
CAA64891.1	gb|CAA64891.1|ARO:3000812|mtrE	ARO:3000812	Neisseria gonorrhoeae	1
ACA34343.1	gb|ACA34343.1|ARO:3002314|KPC-4	ARO:3002314	Klebsiella pneumoniae	1
AAA24786.1	gb|AAA24786.1|ARO:3000368|vanC	ARO:3000368	Enterococcus gallinarum	1
ADM92605.1	gb|ADM92605.1|ARO:3000553|adeR	ARO:3000553	Acinetobacter baumannii	1
ABF47916.1	gb|ABF47916.1|ARO:3001628|OXA-93	ARO:3001628	Acinetobacter baumannii	1
ADK11041.1	gb|ADK11041.1|ARO:3001954|CTX-M-94	ARO:3001954	Escherichia coli	1
ABS12248.1	gb|ABS12248.1|ARO:3002040|CMY-29	ARO:3002040	Escherichia coli	1
AAC46344.1	gb|AAC46344.1|ARO:3001408|OXA-13	ARO:3001408	Pseudomonas aeruginosa	1
AAP43508.1	gb|AAP43508.1|ARO:3001892|CTX-M-30	ARO:3001892	Citrobacter freundii	1
BAQ02518.1	gb|BAQ02518.1|ARO:3003182|NDM-13	ARO:3003182	Escherichia coli	1
CAQ42486.1	gb|CAQ42486.1|ARO:3001937|CTX-M-76	ARO:3001937	Kluyvera ascorbata	1
AAB19430.2	gb|AAB19430.2|ARO:3002242|CARB-3	ARO:3002242	Pseudomonas aeruginosa	1
CCP44758.1	gb|CCP44758.1|ARO:3000392|Erm(37)	ARO:3000392	Mycobacterium tuberculosis H37Rv	1
AAS98184.1	gb|AAS98184.1|ARO:3001106|SHV-49	ARO:3001106	Klebsiella pneumoniae	1
AET05998.1	gb|AET05998.1|ARO:3001399|OXA-4	ARO:3001399	Pseudomonas aeruginosa	1
ABI74448.1	gb|ABI74448.1|ARO:3001018|TEM-151	ARO:3001018	Escherichia coli	1
AAR89359.1	gb|AAR89359.1|ARO:3000990|TEM-128	ARO:3000990	Escherichia coli	1
AAA85213.1	gb|AAA85213.1|ARO:3002866|dfrD	ARO:3002866	Listeria monocytogenes	1
ABV31686.1	gb|ABV31686.1|ARO:3001637|OXA-106	ARO:3001637	Acinetobacter baumannii	1
CAH35802.1	gb|CAH35802.1|ARO:3002983|amrB	ARO:3002983	Burkholderia pseudomallei K96243	1
AAB51421.1	gb|AAB51421.1|ARO:3002686|catP	ARO:3002686	Clostridium perfringens	1
CAA31895.1	gb|CAA31895.1|ARO:3002533|AAC(3)-IIa	ARO:3002533	Plasmid pWP113a	1
AFG25462.1	gb|AFG25462.1|ARO:3002220|IMP-29	ARO:3002220	Pseudomonas aeruginosa	1
AAY43207.1	gb|AAY43207.1|ARO:3002338|GES-9	ARO:3002338	Pseudomonas aeruginosa	1
AET05999.1	gb|AET05999.1|ARO:3002300|VIM-30	ARO:3002300	Pseudomonas aeruginosa	1
CAA28198.1	gb|CAA28198.1|ARO:3002454|LEN-1	ARO:3002454	Klebsiella pneumoniae	1
AAP22974.1	gb|AAP22974.1|ARO:3002336|GES-7	ARO:3002336	Escherichia coli	1
AFD54601.1	gb|AFD54601.1|ARO:3002764|QnrB49	ARO:3002764	Citrobacter freundii	1
APY23677.1	gb|APY23677.1|ARO:3001051|TEM-191	ARO:3001051	Acinetobacter baumannii	1
AAG03814.1	gb|AAG03814.1|ARO:3000377|MexA	ARO:3000377	Pseudomonas aeruginosa PAO1	1
BAC67143.1	gb|BAC67143.1|ARO:3000166|tet(B)	ARO:3000166	Gram-negative bacterium TC71	1
AAC72341.1	gb|AAC72341.1|ARO:3000182|tet(Y)	ARO:3000182	IncQ plasmid pIE1120	1
AAD12162.1	gb|AAD12162.1|ARO:3001299|Sfra_tlrB_TYL	ARO:3001299	Streptomyces fradiae	1
AAA19882.1	gb|AAA19882.1|ARO:3003562|blaF	ARO:3003562	Mycolicibacterium fortuitum	1
CAJ98570.1	gb|CAJ98570.1|ARO:3003071|mphF	ARO:3003071	uncultured bacterium	1
AAD22144.1	gb|AAD22144.1|ARO:3002698|cmlB	ARO:3002698	Klebsiella aerogenes	1
AAV85982.1	gb|AAV85982.1|ARO:3000535|macB	ARO:3000535	Neisseria gonorrhoeae	1
AFQ23962.1	gb|AFQ23962.1|ARO:3001195|SHV-156	ARO:3001195	Klebsiella pneumoniae	1
AEL17198.1	gb|AEL17198.1|ARO:3001048|TEM-188	ARO:3001048	Salmonella enterica	1
AAN63648.1	gb|AAN63648.1|ARO:3000844|TUS-1	ARO:3000844	Myroides odoratus DSM 2801	1
AAG07595.1	gb|AAG07595.1|ARO:3000809|OpmD	ARO:3000809	Pseudomonas aeruginosa PAO1	1
CAA63714.1	gb|CAA63714.1|ARO:3002364|PER-2	ARO:3002364	Salmonella enterica subsp. enterica serovar Typhimurium	1
AAL29436.1	gb|AAL29436.1|ARO:3000951|TEM-84	ARO:3000951	Escherichia coli	1
AFV48348.1	gb|AFV48348.1|ARO:3002324|KPC-14	ARO:3002324	Klebsiella pneumoniae	1
ABQ51091.1	gb|ABQ51091.1|ARO:3002039|CMY-28	ARO:3002039	Escherichia coli	1
ABX54691.1	gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl	ARO:3002927	Enterococcus faecalis	1
CAA10975.1	gb|CAA10975.1|ARO:3000194|tet(W)	ARO:3000194	Butyrivibrio fibrisolvens	1
AGJ01153.1	gb|AGJ01153.1|ARO:3002326|KPC-16	ARO:3002326	Klebsiella pneumoniae	1
ABV71246.1	gb|ABV71246.1|ARO:3001633|OXA-79	ARO:3001633	Acinetobacter baumannii	1
CAP45902.1	gb|CAP45902.1|ARO:3002732|QnrB17	ARO:3002732	Citrobacter freundii	1
ADK34116.1	gb|ADK34116.1|ARO:3001662|OXA-164	ARO:3001662	Acinetobacter baumannii	1
AAA26685.1	gb|AAA26685.1|ARO:3002542|AAC(3)-VIIIa	ARO:3002542	Streptomyces fradiae	1
ACK43806.1	gb|ACK43806.1|ARO:3002617|aadA17	ARO:3002617	Aeromonas media	1
ABY91281.1	gb|ABY91281.1|ARO:3001930|CTX-M-69	ARO:3001930	Escherichia coli	1
CAA73933.1	gb|CAA73933.1|ARO:3000921|TEM-52	ARO:3000921	Klebsiella pneumoniae	1
AAK27847.1	gb|AAK27847.1|ARO:3002196|IMP-5	ARO:3002196	Acinetobacter baumannii	1
AAC60780.1	gb|AAC60780.1|ARO:3003049|rosB	ARO:3003049	Yersinia enterocolitica (type O:8)	1
AAA20116.1	gb|AAA20116.1|ARO:3000180|tetA(P)	ARO:3000180	Clostridium perfringens	1
CAA54602.1	gb|CAA54602.1|ARO:3002155|FOX-1	ARO:3002155	Klebsiella pneumoniae	1
AAF05311.2	gb|AAF05311.2|ARO:3001872|CTX-M-9	ARO:3001872	Escherichia coli	1
AAA25550.1	gb|AAA25550.1|ARO:3003105|dfrA3	ARO:3003105	Plasmid pAZ1	1
ABB59946.1	gb|ABB59946.1|ARO:3001943|CTX-M-82	ARO:3001943	Escherichia coli	1
AIL92328.1	gb|AIL92328.1|ARO:3003175|CARB-19	ARO:3003175	Vibrio parahaemolyticus	1
CDA01504.1	gb|CDA01504.1|ARO:3002460|LEN-10	ARO:3002460	Klebsiella variicola CAG:634	1
AWU66463.1	gb|AWU66463.1|ARO:3004867|NDM-24	ARO:3004867	Providencia stuartii	1
AHY03238.1	gb|AHY03238.1|ARO:3002789|QnrD2	ARO:3002789	Salmonella enterica subsp. enterica serovar Hadar	1
CBY80143.1	gb|CBY80143.1|ARO:3002296|VIM-26	ARO:3002296	Klebsiella pneumoniae	1
AHL30273.1	gb|AHL30273.1|ARO:3001572|OXA-386	ARO:3001572	Acinetobacter baumannii	1
CAP01453.1	gb|CAP01453.1|ARO:3001620|OXA-75	ARO:3001620	Acinetobacter baumannii SDF	1
ABB71176.1	gb|ABB71176.1|ARO:3003020|dfrA25	ARO:3003020	Salmonella enterica subsp. enterica serovar Agona	1
AAQ16660.2	gb|AAQ16660.2|ARO:3002024|CMY-13	ARO:3002024	Escherichia coli	1
CAJ28994.1	gb|CAJ28994.1|ARO:3001822|ACT-2	ARO:3001822	Enterobacter asburiae	1
AAL79576.1	gb|AAL79576.1|ARO:3001096|SHV-38	ARO:3001096	Klebsiella pneumoniae	1
ABF50909.1	gb|ABF50909.1|ARO:3002521|OCH-8	ARO:3002521	Brucella anthropi	1
AIS67768.1	gb|AIS67768.1|ARO:3003152|SHV-185	ARO:3003152	Klebsiella pneumoniae	1
AAT36613.1	gb|AAT36613.1|ARO:3002281|VIM-11	ARO:3002281	Pseudomonas aeruginosa	1
AAV97952.1	gb|AAV97952.1|ARO:3001909|CTX-M-47	ARO:3001909	Escherichia coli	1
CCW43444.1	gb|CCW43444.1|ARO:3002255|CARB-16	ARO:3002255	Psychrobacter maritimus	1
CAC67290.1	gb|CAC67290.1|ARO:3000962|TEM-95	ARO:3000962	Escherichia coli	1
CCJ32595.1	gb|CCJ32595.1|ARO:3001672|OXA-120	ARO:3001672	Acinetobacter baumannii	1
AFR46590.1	gb|AFR46590.1|ARO:3002772|QnrB59	ARO:3002772	Citrobacter freundii	1
BAA11237.1	gb|BAA11237.1|ARO:3000254|emrY	ARO:3000254	Escherichia coli	1
AAS19171.1	gb|AAS19171.1|ARO:3000997|TEM-133	ARO:3000997	Klebsiella pneumoniae	1
CAJ77855.1	gb|CAJ77855.1|ARO:3000779|adeH	ARO:3000779	Acinetobacter baumannii AYE	1
AAM52207.1	gb|AAM52207.1|ARO:3000969|TEM-106	ARO:3000969	Escherichia coli	1
AAD03491.1	gb|AAD03491.1|ARO:3002562|AAC(6')-Is	ARO:3002562	Acinetobacter variabilis	1
AFU25739.1	gb|AFU25739.1|ARO:3002351|GES-22	ARO:3002351	Acinetobacter baumannii	1
AAD37403.1	gb|AAD37403.1|ARO:3003202|TLA-1	ARO:3003202	Escherichia coli	1
ABV26707.1	gb|ABV26707.1|ARO:3002850|arr-5	ARO:3002850	Klebsiella pneumoniae	1
ABC17629.1	gb|ABC17629.1|ARO:3002716|QnrB3	ARO:3002716	Escherichia coli	1
AAM52215.1	gb|AAM52215.1|ARO:3000970|TEM-107	ARO:3000970	Klebsiella pneumoniae	1
AFK08538.1	gb|AFK08538.1|ARO:3002084|CMY-71	ARO:3002084	Citrobacter freundii	1
